country,siffra,cowcode,ccode_qog,year,fhadd,revpol2,fhpol,ifhpol,regime1ny,regime1nyrobust,regimeny,regimenyrobust,mon,monrobust,mil,milrobust,mul,mulrobust,onep,oneprobust,nop,noprobust,partsz,partsz1,yrindep,yrterm,regstart,regstartrobust,lagregime1ny,lagregime1nyrobust,lagregimeny,lagregimenyrobust,regnumb1ny,regnumb1nyrobust,regnumbny2,regnumbny2robust,totdur1ny,totdur1nyrobust,totdurny2,totdurny2robust,persagg1ny,persagg1nyrobust,persaggny2,persaggny2robust,tenure1ny,tenure1nyrobust,tenureny2,tenureny2robust,chaexerv
Latvia,98,367,428,2010,8.333333015,9,8.666666031,8.666666031,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.3300000131,0.3300000131,1991,2010,,,Democracy,,democracy,,1,1,1,1,24,24,24,24,0.5500000119,0.5500000119,0.5500000119,0.5500000119,1.818181753,1.818181753,1.818181753,1.818181753,0
Latvia,98,367,428,2011,8.333333015,9,8.666666031,8.666666031,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.3100000024,0.3100000024,,,,,Democracy,,democracy,,1,1,1,1,24,24,24,24,0.5500000119,0.5500000119,0.5500000119,0.5500000119,1.818181753,1.818181753,1.818181753,1.818181753,
Latvia,98,367,428,2012,8.333333015,9,8.666666031,8.666666031,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.3100000024,0.3100000024,,,,,Democracy,,democracy,,1,1,1,1,24,24,24,24,0.5500000119,0.5500000119,0.5500000119,0.5500000119,1.818181753,1.818181753,1.818181753,1.818181753,
Latvia,98,367,428,2013,8.333333015,9,8.666666031,8.666666031,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.3100000024,0.3100000024,,,,,Democracy,,democracy,,1,1,1,1,24,24,24,24,0.5500000119,0.5500000119,0.5500000119,0.5500000119,1.818181753,1.818181753,1.818181753,1.818181753,
Latvia,98,367,428,2014,8.333333015,9,8.666666031,8.666666031,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,,,,,,,Democracy,,democracy,,1,1,1,1,24,24,24,24,0.5500000119,0.5500000119,0.5500000119,0.5500000119,1.818181753,1.818181753,1.818181753,1.818181753,
Lebanon,91,660,422,1972,8.333333015,7.5,7.916666508,7.916666508,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,,,1943,2005,1960,1960,Democracy,,democracy,,1,1,1,1,15,15,15,15,0.3333333433,0.3333333433,0.3333333433,0.3333333433,3,3,3,3,0
Lebanon,91,660,422,1973,8.333333015,7.5,7.916666508,7.916666508,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,,,1943,2010,1960,1960,Democracy,,democracy,,1,1,1,1,15,15,15,15,0.3333333433,0.3333333433,0.3333333433,0.3333333433,3,3,3,3,1
Lebanon,91,660,422,1974,8.333333015,7.5,7.916666508,7.916666508,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.2641509473,0.2641509473,1943,2010,1960,1960,Democracy,,democracy,,1,1,1,1,15,15,15,15,0.3333333433,0.3333333433,0.3333333433,0.3333333433,3,3,3,3,0
Lebanon,91,660,422,1975,5,5,5,5,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.2641509473,0.2641509473,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,0
Lebanon,91,660,422,1976,5,5,5,5,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.277777791,0.277777791,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,1
Lebanon,91,660,422,1977,5,5,5,5,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.277777791,0.277777791,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,0
Lebanon,91,660,422,1978,5,5,5,5,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.277777791,0.277777791,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,0
Lebanon,91,660,422,1979,5,5,5,5,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.277777791,0.277777791,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,0
Lebanon,91,660,422,1980,5,5,5,5,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.277777791,0.277777791,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,0
Lebanon,91,660,422,1981,4.166666508,5,4.583333015,4.583333015,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.277777791,0.277777791,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,0
Lebanon,91,660,422,1982,4.166666508,5,4.583333015,4.583333015,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.277777791,0.277777791,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,1
Lebanon,91,660,422,1983,4.166666508,5,4.583333015,4.583333015,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.277777791,0.277777791,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,0
Lebanon,91,660,422,1984,4.166666508,5,4.583333015,4.583333015,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.3030303121,0.3030303121,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,0
Lebanon,91,660,422,1985,4.166666508,5,4.583333015,4.583333015,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.3030303121,0.3030303121,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,0
Lebanon,91,660,422,1986,4.166666508,5,4.583333015,4.583333015,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.3030303121,0.3030303121,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,0
Lebanon,91,660,422,1987,2.5,5,3.75,3.75,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.3030303121,0.3030303121,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,0
Lebanon,91,660,422,1988,2.5,5,3.75,3.75,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,,,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,1
Lebanon,91,660,422,1989,2.5,5,3.75,3.75,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,,,1943,2010,,,Democracy,Democracy,democracy,100,2,2,2,2,17,17,15,15,0.2941176593,0.2941176593,0.3333333433,0.3333333433,3.399999857,3.399999857,3,3,2
Lebanon,91,660,422,1990,2.5,,,2.760883808,Other,99,transitional,22,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1943,2010,,,Democracy,Democracy,civil war,19,2,2,3,3,17,17,2,2,0.2941176593,0.2941176593,0,0,3.399999857,3.399999857,2,2,0
Lebanon,91,660,422,1991,3.333333254,,,3.593087912,Other,99,transitional,22,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1943,2010,,,Democracy,Democracy,civil war,19,2,2,3,3,17,17,2,2,0.2941176593,0.2941176593,0,0,3.399999857,3.399999857,2,2,0
Lebanon,91,660,422,1992,4.166666508,,,4.425292015,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.5,0.5,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,1993,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,1994,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,1995,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,1996,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.267716527,0.267716527,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,1997,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.267716527,0.267716527,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,1998,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.267716527,0.267716527,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,1
Lebanon,91,660,422,1999,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.267716527,0.267716527,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,2000,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.4600000083,0.4600000083,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,2001,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.4600000083,0.4600000083,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,2002,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.4600000083,0.4600000083,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,2003,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.4600000083,0.4600000083,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,2004,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.4600000083,0.4600000083,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,2005,4.166666508,8.5,6.333333015,6.333333015,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.5625,0.5625,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,2006,4.166666508,8.5,6.333333015,6.333333015,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.5625,0.5625,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,2007,4.166666508,8.5,6.333333015,6.333333015,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.5625,0.5625,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,2008,4.166666508,8.5,6.333333015,6.333333015,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.5625,0.5625,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,1
Lebanon,91,660,422,2009,5,8.5,6.75,6.75,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.5546875,0.5546875,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,1
Lebanon,91,660,422,2010,5,8.5,6.75,6.75,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.5546875,0.5546875,1943,2010,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,0
Lebanon,91,660,422,2011,4.166666508,8,6.083333015,6.083333015,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.5546875,0.5546875,,,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,
Lebanon,91,660,422,2012,4.166666508,8,6.083333015,6.083333015,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.5546875,0.5546875,,,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,
Lebanon,91,660,422,2013,4.166666508,8,6.083333015,6.083333015,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.5546875,0.5546875,,,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,
Lebanon,91,660,422,2014,4.166666508,8,6.083333015,6.083333015,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,,,,,Other,Other,transitional,22,3,3,4,4,23,23,23,23,0.1578947306,0.1578947306,0.1578947306,0.1578947306,6.333333492,6.333333492,6.333333492,6.333333492,
Lesotho,95,570,426,1972,2.5,0.5,1.5,1.5,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,,,1966,2005,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1973,5,1.5,3.25,3.25,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,,,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1974,4.166666508,1.5,2.833333254,2.833333254,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,0.3655914068,0.3655914068,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1975,4.166666508,1.5,2.833333254,2.833333254,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,0.3655914068,0.3655914068,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1976,4.166666508,1.5,2.833333254,2.833333254,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,0.3655914068,0.3655914068,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1977,4.166666508,1.5,2.833333254,2.833333254,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,0.3655914068,0.3655914068,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1978,3.333333254,1.5,2.416666508,2.416666508,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,0.3655914068,0.3655914068,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1979,3.333333254,1.5,2.416666508,2.416666508,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,0.3655914068,0.3655914068,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1980,3.333333254,1.5,2.416666508,2.416666508,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,0.3655914068,0.3655914068,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1981,3.333333254,1.5,2.416666508,2.416666508,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,0.3655914068,0.3655914068,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1982,3.333333254,1.5,2.416666508,2.416666508,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,0.3655914068,0.3655914068,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1983,3.333333254,1.5,2.416666508,2.416666508,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,0.3655914068,0.3655914068,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1984,3.333333254,1.5,2.416666508,2.416666508,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,,,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1985,3.333333254,1.5,2.416666508,2.416666508,Other,99,other,9,0,0,0,0,0,0,0,0,0,0,1,1,1966,2010,1970,1970,Other,,other,,1,1,1,1,16,16,16,16,0,0,0,0,14,14,14,14,0
Lesotho,95,570,426,1986,3.333333254,1.5,2.416666508,2.416666508,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1966,2010,,,Other,Other,other,9,2,2,2,2,7,7,7,7,0.2857142985,0.2857142985,0.2857142985,0.2857142985,3.499999762,3.499999762,3.499999762,3.499999762,1
Lesotho,95,570,426,1987,2.5,1.5,2,2,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1966,2010,,,Other,Other,other,9,2,2,2,2,7,7,7,7,0.2857142985,0.2857142985,0.2857142985,0.2857142985,3.499999762,3.499999762,3.499999762,3.499999762,0
Lesotho,95,570,426,1988,1.666666627,1.5,1.583333254,1.583333254,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1966,2010,,,Other,Other,other,9,2,2,2,2,7,7,7,7,0.2857142985,0.2857142985,0.2857142985,0.2857142985,3.499999762,3.499999762,3.499999762,3.499999762,0
Lesotho,95,570,426,1989,2.5,1.5,2,2,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1966,2010,,,Other,Other,other,9,2,2,2,2,7,7,7,7,0.2857142985,0.2857142985,0.2857142985,0.2857142985,3.499999762,3.499999762,3.499999762,3.499999762,0
Lesotho,95,570,426,1990,2.5,1.5,2,2,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1966,2010,,,Other,Other,other,9,2,2,2,2,7,7,7,7,0.2857142985,0.2857142985,0.2857142985,0.2857142985,3.499999762,3.499999762,3.499999762,3.499999762,0
Lesotho,95,570,426,1991,3.333333254,1.5,2.416666508,2.416666508,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1966,2010,,,Other,Other,other,9,2,2,2,2,7,7,7,7,0.2857142985,0.2857142985,0.2857142985,0.2857142985,3.499999762,3.499999762,3.499999762,3.499999762,1
Lesotho,95,570,426,1992,3.333333254,1.5,2.416666508,2.416666508,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1966,2010,,,Other,Other,other,9,2,2,2,2,7,7,7,7,0.2857142985,0.2857142985,0.2857142985,0.2857142985,3.499999762,3.499999762,3.499999762,3.499999762,0
Lesotho,95,570,426,1993,5.833333015,9,7.416666508,7.416666508,Democracy,4,democracy,1,0,0,0,0,0,1,0,0,0,0,1,1,1966,2010,,,Military,Military,military trad,4,3,3,3,3,1,9,1,9,1,0.3333333433,1,0.3333333433,1,3,1,3,1
Lesotho,95,570,426,1994,5,9,7,7,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,1,1,1966,2010,,,Democracy,Military,democracy,4,4,3,4,3,8,9,8,9,0.25,0.3333333433,0.25,0.3333333433,4,3,4,3,0
Lesotho,95,570,426,1995,5,9,7,7,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,1,1,1966,2010,,,Democracy,Military,democracy,4,4,3,4,3,8,9,8,9,0.25,0.3333333433,0.25,0.3333333433,4,3,4,3,1
Lesotho,95,570,426,1996,5,9,7,7,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,1,1,1966,2010,,,Democracy,Military,democracy,4,4,3,4,3,8,9,8,9,0.25,0.3333333433,0.25,0.3333333433,4,3,4,3,0
Lesotho,95,570,426,1997,5,9,7,7,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,1,1,1966,2010,,,Democracy,Military,democracy,4,4,3,4,3,8,9,8,9,0.25,0.3333333433,0.25,0.3333333433,4,3,4,3,0
Lesotho,95,570,426,1998,5,5,5,5,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.9873417616,0.9873417616,1966,2010,,,Democracy,Military,democracy,4,4,3,4,3,8,9,8,9,0.25,0.3333333433,0.25,0.3333333433,4,3,4,3,1
Lesotho,95,570,426,1999,5,6,5.5,5.5,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.9873417616,0.9873417616,1966,2010,,,Democracy,Military,democracy,4,4,3,4,3,8,9,8,9,0.25,0.3333333433,0.25,0.3333333433,4,3,4,3,0
Lesotho,95,570,426,2000,5,7,6,6,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.9873417616,0.9873417616,1966,2010,,,Democracy,Military,democracy,4,4,3,4,3,8,9,8,9,0.25,0.3333333433,0.25,0.3333333433,4,3,4,3,0
Lesotho,95,570,426,2001,5,8,6.5,6.5,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.9873417616,0.9873417616,1966,2010,,,Democracy,Military,democracy,4,4,3,4,3,8,9,8,9,0.25,0.3333333433,0.25,0.3333333433,4,3,4,3,0
Lesotho,95,570,426,2002,7.5,9,8.25,8.25,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.6525423527,0.6525423527,1966,2010,,,Multi-party,Multi-party,limited multiparty,1,5,4,5,4,13,13,13,13,0.1000000015,0.1000000015,0.1000000015,0.1000000015,10,10,10,10,0
Lesotho,95,570,426,2003,7.5,9,8.25,8.25,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.6525423527,0.6525423527,1966,2010,,,Multi-party,Multi-party,limited multiparty,1,5,4,5,4,13,13,13,13,0.1000000015,0.1000000015,0.1000000015,0.1000000015,10,10,10,10,0
Lesotho,95,570,426,2004,7.5,9,8.25,8.25,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.6525423527,0.6525423527,1966,2010,,,Multi-party,Multi-party,limited multiparty,1,5,4,5,4,13,13,13,13,0.1000000015,0.1000000015,0.1000000015,0.1000000015,10,10,10,10,0
Lesotho,95,570,426,2005,7.5,9,8.25,8.25,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.6525423527,0.6525423527,1966,2010,,,Multi-party,Multi-party,limited multiparty,1,5,4,5,4,13,13,13,13,0.1000000015,0.1000000015,0.1000000015,0.1000000015,10,10,10,10,0
Lesotho,95,570,426,2006,7.5,9,8.25,8.25,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.6525423527,0.6525423527,1966,2010,,,Multi-party,Multi-party,limited multiparty,1,5,4,5,4,13,13,13,13,0.1000000015,0.1000000015,0.1000000015,0.1000000015,10,10,10,10,0
Lesotho,95,570,426,2007,7.5,9,8.25,8.25,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.5126050711,0.5126050711,1966,2010,,,Multi-party,Multi-party,limited multiparty,1,5,4,5,4,13,13,13,13,0.1000000015,0.1000000015,0.1000000015,0.1000000015,10,10,10,10,0
Lesotho,95,570,426,2008,7.5,9,8.25,8.25,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.5126050711,0.5126050711,1966,2010,,,Multi-party,Multi-party,limited multiparty,1,5,4,5,4,13,13,13,13,0.1000000015,0.1000000015,0.1000000015,0.1000000015,10,10,10,10,0
Lesotho,95,570,426,2009,6.666666508,9,7.833333015,7.833333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.5126050711,0.5126050711,1966,2010,,,Multi-party,Multi-party,limited multiparty,1,5,4,5,4,13,13,13,13,0.1000000015,0.1000000015,0.1000000015,0.1000000015,10,10,10,10,0
Lesotho,95,570,426,2010,6.666666508,9,7.833333015,7.833333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.5126050711,0.5126050711,1966,2010,,,Multi-party,Multi-party,limited multiparty,1,5,4,5,4,13,13,13,13,0.1000000015,0.1000000015,0.1000000015,0.1000000015,10,10,10,10,0
Lesotho,95,570,426,2011,6.666666508,9,7.833333015,7.833333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.5126050711,0.5126050711,,,,,Multi-party,Multi-party,limited multiparty,1,5,4,5,4,13,13,13,13,0.1000000015,0.1000000015,0.1000000015,0.1000000015,10,10,10,10,
Lesotho,95,570,426,2012,7.5,9,8.25,8.25,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.400000006,0.400000006,,,,,Multi-party,Multi-party,limited multiparty,1,5,4,5,4,13,13,13,13,0.1000000015,0.1000000015,0.1000000015,0.1000000015,10,10,10,10,1
